,title,org,desc,disabilities,homeless_housing,crisis_support,health_med,child_youth,arts_culture,edu_lit,women,advocacy,seniors,animals
1027,Event Planner / Fundraising Coordinator,Famous Fido Rescue & Adoption Alliance,Famous Fido Rescue needs an experienced volunteer Event Planner/coordinator to help plan and execute fundraising events. We are a...,False,False,False,False,False,False,False,False,True,False,True
1028,"Drive a leg, Save a life! - Chicago, IL",HEARTS ALIVE VILLAGE,"Simply by using your vehicle, you can save animals - Chicago - Volunteer your time to transport animals along what is called a...",False,False,False,False,False,False,False,False,True,False,True
1029,Communications Intern (Unpaid),The Network - Advocating Against Domestic...,Position Summary: The Communications Intern will assist in the tasks necessary to ensure The Network’s success in connecting with...,False,False,False,False,False,False,False,False,True,False,False
1030,Recognition and Appreciation Volunteer Lead,American Red Cross - Chicago and Northern...,The Service to Armed Forces / International Services team is seeking a Recognition and Appreciation Lead to oversee the development and...,False,False,False,False,False,False,False,False,True,False,False
1031,Third Sunday Volunteer at St. James Food Pantry,ST. JAMES FOOD PANTRY,Upcoming Sunday's: November 3rd November 24th Volunteers are needed from 1:30 pm- 3:00 pm. Third Sundays are when we receive donations...,False,False,False,False,False,False,False,False,True,False,False
1032,Second Saturday Volunteer at St. James Food Pantry,ST. JAMES FOOD PANTRY,Volunteers are needed from 8:00 am-Noon. Second Saturdays are our giant distributions to our clients. On those Saturdays we serve 200-300...,False,False,False,False,False,False,False,False,True,False,False
1033,Monday Volunteer at St. James Food Pantry,ST. JAMES FOOD PANTRY,Volunteers will be able to help in the following ways: fill bags with groceries for distribution to our clients during the week help with...,False,False,False,False,False,False,False,False,True,False,False
1034,Tuesday Volunteer at St. James Food Pantry,ST. JAMES FOOD PANTRY,"On Tuesdays, volunteers can come in during two time frames: 8:30-11:30 am and from 12:00-3:30 pm 1. Volunteers will be able to help in...",False,False,False,False,False,False,False,False,True,False,False
1035,Wednesday Volunteer at St. James Food Pantry,ST. JAMES FOOD PANTRY,"On Wednesday, volunteers can come in during two time frames: 8:30-11:30 am and from 12:00-3:30 pm 1. Volunteers will be able to help in...",False,False,False,False,False,False,False,False,True,False,False
1036,Thursday Volunteer at St. James Food Pantry,ST. JAMES FOOD PANTRY,"On Thursdays, volunteers can come in during two time frames: 8:30-11:30 am and from 12:00-3:30 pm 1. Volunteers will be able to help in...",False,False,False,False,False,False,False,False,True,False,False
1037,Front page editor for great news site,The Daily Source,DailySource.org is looking for an individual with a nose for news to help update our site with great content and lay out the front page....,False,False,False,False,False,False,False,False,True,False,False
1038,"Help Seniors in Your Community, River Forest!",Residential Hospice,Do you want to make real change for seniors in your community? We are looking for someone to provide support to hospice patients in the...,False,False,False,False,False,False,False,False,True,True,False
1039,Be The Change for Seniors in Oak Park,Residential Hospice,"We are looking for someone to provide support to hospice patients in the Oak Park area. Your presence alone can make someone feel loved,...",False,False,False,False,False,False,False,False,True,True,False
1040,Public Relations/Marketing Internship,The Borgen Project,The Borgen Project is hiring a Public Relations/Marketing Intern who will work remotely. This public relations intern will be involved in...,False,False,False,False,False,False,False,False,True,False,False
1041,Advocate Internship,The Borgen Project,Location: Nationwide (Telecommute Volunteer Role) Salary: Unpaid Duration: 3-months Hours : 4-hours per week Start Date: New programs...,False,False,False,False,False,False,False,False,True,False,False
1042,Nonprofit Leadership Internship,The Borgen Project,"The Borgen Project is an innovative, national campaign that is working to make poverty a focus of U.S. foreign policy. This is a...",False,False,False,False,False,False,False,False,True,False,False
1043,Writer Internship,The Borgen Project,"The Borgen Project is an innovative, national campaign that is working to make poverty a focus of U.S. foreign policy. This is a 12-week,...",False,False,False,False,False,False,False,False,True,False,False
1044,Kennel Help,Famous Fido Rescue & Adoption Alliance,Famous Fido Rescue and Adoption Alliance is looking for a volunteer EXPERIENCED kennel help person. We are non-profit animal rescue...,False,False,False,False,False,False,False,False,True,False,True
1045,Food Pantry Support - Help Us Fight Food Insecurity,OPEN ARMS MINISTRY,Role: Food Pantry Support Mission: Open Arms Food Pantry provides grocery items to individuals and families struggling with food...,False,False,False,False,False,False,False,False,True,False,False
1046,Comfort Seniors in the Berkeley Area!,Residential Hospice,We are looking for individuals who really want to make a difference for seniors in their community. We need volunteers to provide...,False,False,False,False,False,False,False,False,True,True,False
1047,Sustainable Climate Environment Advocate Westchester IL,Citizens' Climate Lobby,"Protect our environment and the special world in which we live. Citizens’ Climate Lobby (CCL) wants you! As a volunteer,...",False,False,False,False,False,False,False,False,True,False,False
1048,Sustainable Climate Environment Advocate Evanston IL,Citizens' Climate Lobby,"Protect our environment and the special world in which we live. Citizens’ Climate Lobby (CCL) wants you! As a volunteer,...",False,False,False,False,False,False,False,False,True,False,False
1049,One Time Events,SOUTHSIDE PREGNANCY CENTER,"Provide support through committee work and service opportunities for annual and special events: Laugh for Life, Phonathon, Friends for...",False,False,False,False,False,False,False,False,True,False,False
1050,"Volunteers Companionship needed for our seniors,",Great Lakes Caring Hospice,"Make a real difference in someone's life! Great Lakes Caring/Elara Hospice, a leading care provider in the Midwest, is looking for...",False,False,False,False,False,False,False,False,True,True,False
1051,Community Canvasser,AWOFINC,Purpose of Position: To promote AWOFINC and affiliates programs and increase community participation. Position’s Customer(s):...,False,False,False,False,False,False,False,False,True,False,False
1052,Office Management Volunteer,Open Communities,"Assist staff in a variety of ways, including helping with answering phones; taking messages and transferring calls; opening and sorting...",False,False,False,False,False,False,False,False,True,False,False
1053,Custodian,Ten Thousand Villages Evanston,"Ten Thousand Villages Evanston need a volunteer to sweep and mop a 3,000 sq ft. store, keep two bathrooms sparkling clean, handle the...",False,False,False,False,False,False,False,False,True,False,False
